"","title","date","place"
"98","歐巴馬與土國總統會面，盼修補兩國關係 ","2016.09.05"," 美國"
"99","美國奧克拉荷馬州發生規模5.6地震 ","2016.09.05"," 美國"
"100","俄羅斯造橋連結克里米亞，美國擴大制裁名單 ","2016.09.02"," 美國"
"101","歐巴馬亞洲行首訪中途島，盼世人重視氣候變遷議題 ","2016.09.02"," 美國"
"102","相隔逾半世紀，美國首架直航班機飛抵古巴 ","2016.09.01"," 美國"
"103","川普與墨西哥總統會面，避談邊界牆費用誰買單 ","2016.09.01"," 美國"
"104","美國：孕婦應避免前往新加坡 ","2016.08.31"," 美國"
"105","歐巴馬9月4日將與土耳其總統舉行會談 ","2016.08.30"," 美國"
"106","加拿大總理前往中國大陸訪問 ","2016.08.30"," 加拿大"
"107","聯準會主席：升息機率增強 ","2016.08.29"," 美國"
"108","川普稱將開發追蹤系統，協助當局控管移民 ","2016.08.29"," 美國"
"109","美國防部：伊朗船艦4度在波斯灣逼近美艦 ","2016.08.26"," 美國"
"110","白宮譴責敘利亞政府使用化學武器 ","2016.08.26"," 美國"
"111","北韓發射潛射彈道飛彈，安理會對此召開緊急會議 ","2016.08.25"," 美國"
"112","加拿大皇家騎警允許女警包頭巾 ","2016.08.25"," 加拿大"
"113","茲卡病毒擴散，美佛州新增5起茲卡病例 ","2016.08.24"," 美國"
"114","歐巴馬赴路州探視洪水災區 ","2016.08.24"," 美國"
"115","FBI發現柯琳頓近1萬5,000封未公布電郵 ","2016.08.23"," 美國"
"116","美軍將首度在美國本土外部署新型戰機「F35B」 ","2016.08.23"," 美國"
"117","邁阿密海灘出現茲卡個案，美籲孕婦勿前往該地 ","2016.08.22"," 美國"
"118","「共和黨」總統候選人川普似放軟移民問題立場 ","2016.08.22"," 美國"
"119","美國司法部稱將逐步淘汰私營監獄 ","2016.08.19"," 美國"
"120","美證實支付伊朗4億美元，作為確保人質獲釋的籌碼 ","2016.08.19"," 美國"
"121","美國南加州驚傳大火，當局撤離逾8萬名居民 ","2016.08.18"," 美國"
"122","美國紐約市共有49名孕婦感染茲卡病毒 ","2016.08.17"," 美國"
"123","美國路易斯安那州大雨成災，釀至少11死 ","2016.08.17"," 美國"
"124","「共和黨」總統候選人川普公布其反恐計畫 ","2016.08.16"," 美國"
"125","美國將15名關灣囚犯移監阿聯 ","2016.08.16"," 美國"
"126","美國2名穆斯林遭槍擊身亡 ","2016.08.15"," 美國"
"127","威州非裔男子遭警方擊斃，引發民眾上街抗議 ","2016.08.15"," 美國"
"128","「聯合國安理會」開會討論克里米亞緊張局勢 ","2016.08.12"," 美國"
"129","加拿大警方擊斃1名「伊斯蘭國」支持者 ","2016.08.12"," 加拿大"
"130","美軍已在敘伊兩國殲滅逾4萬「伊斯蘭國」戰士 ","2016.08.11"," 美國"
"131","THAAD風波延燒，「聯合國」暫不發譴責北韓聲明 ","2016.08.11"," 美國"
"132","宣揚槍枝管制，全美將同步舉行百場演唱會 ","2016.08.10"," 美國"
"133","美「共和黨」反川普人士宣布參選總統 ","2016.08.10"," 美國"
"134","美國務院籲北京釋放遭關押之律師及人權運動者 ","2016.08.09"," 美國"
"135","駐外使節遭譏，美召菲外交官赴國務院說明 ","2016.08.09"," 美國"
"136","美國建議「聯合國」在南蘇丹派駐維和部隊 ","2016.08.08"," 美國"
"137","美國務院：支持台灣有意義參與「國際民航組織」 ","2016.08.05"," 美國"
"138","美國加州北部連5震，最強達4.5級 ","2016.08.05"," 美國"
"139","美執法人員首例：華府捷運警察被控向IS提供物資 ","2016.08.04"," 美國"
"140","美國麻州通過「薪資平等法」，開啟男女同工同酬新頁 ","2016.08.04"," 美國"
"141","新加坡總理訪美，籲美國會儘速通過TPP ","2016.08.03"," 美國"
"142","美國邁阿密傳出14起本土「茲卡」病例 ","2016.08.02"," "
"143","美國德州新法允許學生攜槍進入校園 ","2016.08.02"," 美國"
"144","美國兩黨總統候選人民調各有領先 ","2016.08.01"," 美國"
"145","美兩黨總統候選人將聽取情治簡報 ","2016.07.29"," 美國"
"146","FBI局長警告：IS一旦遭擊敗，大批恐怖份子恐流亡西方 ","2016.07.29"," 美國"
"147","歐巴馬力挺柯琳頓：下任總統最佳人選 ","2016.07.28"," 美國"
"148","川普對俄公開喊話：找出柯琳頓消失的電郵 ","2016.07.28"," 美國"
"149","柯琳頓獲提名，成為美國史上首位女性總統候選人 ","2016.07.27"," 美國"
"150","美「民主黨」高層電郵遭駭，矛頭指向俄羅斯 ","2016.07.27"," 美國"
"151","桑德斯現身「民主黨」全代會，力挺柯琳頓 ","2016.07.26"," 美國"
"152","蜜雪兒出席「民主黨」全代會，感性演說打動全場 ","2016.07.26"," 美國"
"153","「維基解密」公布電郵，桑德斯疑遭「民主黨」打壓 ","2016.07.25"," 美國"
"154","柯琳頓公布副手人選為維州參議員凱恩 ","2016.07.25"," 美國"
"155","佛州警方打傷手無寸鐵的非裔治療師 ","2016.07.22"," 美國"
"156","川普承諾打造「更安全」的美國 ","2016.07.22"," 美國"
"157","克魯茲演說未挺川普，籲黨員「依良心」投票 ","2016.07.21"," 美國"
"158","川普稱當選後將放棄防衛「北約」盟國之責 ","2016.07.21"," 美國"
"159","美「共和黨」正式提名川普為總統候選人 ","2016.07.20"," 美國"
"160","奧蘭多夜店槍手曾因穆斯林身分遭譏 ","2016.07.19"," 美國"
"161","美媒最新民調：柯琳頓依然領先川普5個百分點 ","2016.07.18"," 美國"
"162","美國路州又傳殺警案，歐巴馬嚴厲譴責 ","2016.07.18"," 美國"
"163","歐巴馬致電恭賀梅伊出任英相 ","2016.07.15"," 美國"
"164","歐巴馬譴責尼斯恐攻，承諾協助法國調查 ","2016.07.15"," 美國"
"165","最新民調：川普在關鍵搖擺州贏過柯琳頓 ","2016.07.14"," 美國"
"166","桑德斯為柯琳頓站台，力挺柯入主白宮 ","2016.07.13"," 美國"
"167","美國將增兵560人助伊拉克對抗IS ","2016.07.12"," 美國"
"168","美國務院將重啟柯琳頓「電郵門」案內部調查 ","2016.07.11"," 美國"
"169","戴秉國華府談南海，北京態度轉趨強硬 ","2016.07.07"," 美國"
"170","電郵案偵察終結，美國司法部不起訴柯琳頓 ","2016.07.07"," 美國"
"171","柯琳頓「電郵門」事件，FBI建議不起訴 ","2016.07.06"," 美國"
"172","歐巴馬首次為柯琳頓站台 ","2016.07.06"," 美國"
"173","美媒最新民調，柯琳頓僅領先川普6% ","2016.07.05"," 美國"
"174","加國總理：身分證性別欄擬增「中性」選項 ","2016.07.05"," 加拿大"
"175","歐巴馬擬與俄羅斯聯手打擊敘利亞恐怖份子 ","2016.07.01"," 美國"
"176","美國軍方取消對跨性別人士的服役禁令 ","2016.07.01"," 美國"
"177","歐巴馬：英國脫歐或對全球經濟造成長期影響 ","2016.06.30"," 加拿大"
"178","伊斯坦堡機場遭恐攻，美方強烈譴責 ","2016.06.29"," 美國"
"179","美國眾議院公布班加西攻擊事件報告 ","2016.06.29"," 美國"
"180","美國國務院：俄國騷擾美方外交官的情況增加 ","2016.06.28"," 美國"
"181","美國最高法院推翻德州對墮胎之限制 ","2016.06.28"," 美國"
"182","美國軍方可望解除跨性別人士服役禁令 ","2016.06.27"," 美國"
"183","美國西維吉尼亞州百年洪災，造成至少24人罹難 ","2016.06.27"," 美國"
"184","「民主黨」眾議員結束占領議場，矢言續推槍管法案 ","2016.06.24"," 美國"
"185","美國最高法院阻擋歐巴馬保證非法移民之行政命令 ","2016.06.24"," 美國"
"186","美國籲中國大陸於南海仲裁出爐後切勿挑釁 ","2016.06.23"," 美國"
"187","要求表決槍管法案，美「民主黨」眾議員占領議場 ","2016.06.23"," 美國"
"188","美聯準會：英國「脫歐」將對經濟造成重大影響 ","2016.06.22"," 美國"
"189","美國強烈譴責北韓試射飛彈之舉 ","2016.06.22"," 美國"
"190","美國參議院否決4項槍枝管制法案 ","2016.06.21"," 美國"
"191","試圖奪警槍射殺川普，英國男子遭起訴 ","2016.06.21"," 美國"
"192","美國西南部遭熱浪侵襲，各地紛紛傳出森林大火 ","2016.06.20"," 美國"
"193","加拿大參議院通過安樂死法案 ","2016.06.20"," 加拿大"
"194","桑德斯：願與柯琳頓合作以徹底打敗川普 ","2016.06.17"," 美國"
"195","致力男女平權，加拿大下議院通過國歌內容微調 ","2016.06.17"," 加拿大"
"196","歐巴馬第4度在白宮接見達賴喇嘛 ","2016.06.16"," 美國"
"197","美駐「聯合國」副大使籲各國保護LGBT ","2016.06.15"," 美國"
"198","美國「民主黨」總統初選最終戰，柯琳頓獲勝 ","2016.06.15"," 美國"
"199","奧蘭多夜店槍擊案：歐巴馬稱暫查無外力指使 ","2016.06.14"," 美國"
"200","美國奧蘭多夜店驚傳槍擊案，共50死53傷 ","2016.06.13"," 美國"
"201","五角大廈：美偵察機在東海遭中國戰機「高速」攔截 ","2016.06.08"," 美國"
"202","美國總統提名戰最後一哩，柯琳頓可望出線 ","2016.06.08"," 美國"
"203","美國務卿：中國一旦設南海「防空識別區」恐破壞區域穩定 ","2016.06.06"," 美國"
"204","拳王阿里逝世，享壽74歲 ","2016.06.04"," 美國"
"205","「天安門事件」滿27週年，美國務院籲北京尊重人權 ","2016.06.04"," 美國"
"206","歐巴馬籲美國會通過「聯合國海洋法公約」 ","2016.06.03"," 美國"
"207","「安理會」發表聲明譴責北韓試射飛彈 ","2016.06.02"," 美國"
"208","美方再度邀請中國參與「環太平洋軍演」 ","2016.06.02"," 美國"
"209","美民調：川普支持度直追柯琳頓 ","2016.06.01"," 美國"
"210","美軍「電磁炮」研發幾近完成階段 ","2016.05.31"," 美國"
"211","美國NASA成功搭設首座充氣式太空艙 ","2016.05.30"," 美國"
"212","黨代表票達到門檻，川普宣布贏得「共和黨」初選 ","2016.05.27"," 美國"
"213","抵制恐怖組織擄人作法，加國盼G7嚴正反對「交錢放人」 ","2016.05.27"," 加拿大"
"214","美法律用語禁用「東方人」及「黑人」等歧視性字眼 ","2016.05.26"," 美國"
"215","推動以巴復談，美國務卿6月出席巴黎會議 ","2016.05.25"," 美國"
"216","美民調：柯琳頓較受亞裔選民青睞 ","2016.05.25"," 美國"
"217","歐巴馬籲「和平解決」南海爭端 ","2016.05.24"," 美國"
"218","美中將在夏威夷召開「海上軍事安全磋商機制」 ","2016.05.24"," 美國"
"219","美軍接收最新型匿蹤驅逐艦「宋瓦特號」 ","2016.05.23"," 美國"
"220","美國國際貿易委員會：TPP將對美國經濟產生溫和刺激效應 ","2016.05.20"," 美國"
"221","美國防部：中國大陸戰機在南海攔截美偵察機 ","2016.05.20"," 美國"
"222","美商務部將中國大陸冷軋扁鋼進口稅提高至522% ","2016.05.19"," 美國"
"223","世界愛滋病大會，穆斯林國家要求禁止LGBT團體與會 ","2016.05.19"," 美國"
"224","柯琳頓再拿下肯塔基州，幾乎篤定獲民主黨總統提名 ","2016.05.18"," 美國"
"225","美參議院通過911法案，允許受難家屬控告沙國政府 ","2016.05.18"," 美國"
"226","加拿大推出跨性別者保護法案 ","2016.05.17"," 加拿大"
"227","美國防部報告譴責北京在南海之行徑 ","2016.05.16"," 美國"
"228","加國亞伯達省野火肆虐，當地政府推出APP提供災民正確消息 ","2016.05.16"," 加拿大"
"229","傳可能參選南韓總統，潘基文月底日韓行受矚目 ","2016.05.13"," 美國"
"230","禁穆斯林入境美國，川普：倫敦市長例外 ","2016.05.12"," 美國"
"231","加拿大野火肆虐，總理婉謝各國援助 ","2016.05.11"," 加拿大"
"232","民主黨西維吉尼亞州初選，桑德斯獲勝 ","2016.05.11"," 美國"
"233","歧視同志與跨性別法案引發美司法部與北卡州互告 ","2016.05.10"," 美國"
"234","川普政策大轉彎，贊成提高富人稅和最低工資 ","2016.05.09"," 美國"
"235","加拿大中部野火肆虐，兩成住家遭燒毀 ","2016.05.09"," 加拿大"
"236","美共和黨準總統候選人川普支持英國脫歐 ","2016.05.06"," 美國"
"237","白宮：歐巴馬6月29日將在加拿大國會發表演說 ","2016.05.05"," 加拿大"
"238","凱西克宣布退選，「共和黨」總統參選人剩川普一人 ","2016.05.05"," 美國"
"239","加拿大中部森林大火，數萬人被迫撤離家園 ","2016.05.04"," 加拿大"
"240","印州初選關鍵一役慘敗，克魯茲宣布退選 ","2016.05.04"," 美國"
"241","忌憚大陸潛艦頻入印度洋，美印商討合作反潛 ","2016.05.03"," 美國"
"242","睽違半世紀，美國郵輪「美麗號」首航古巴 ","2016.05.02"," 美國"
"243","川普重砲抨擊中國大陸對美國貿易順差 ","2016.05.02"," 美國"
"244","選情不樂觀，桑德斯裁撤數百名工作人員 ","2016.04.29"," 美國"
"245","美國第1季經濟成長減至0.5%，創2年新低 ","2016.04.29"," 美國"
"246","川普發表外交政策演說，強調「美國優先」 ","2016.04.28"," 美國"
"247","美聯準會維持利率不變，6月升息機率增 ","2016.04.28"," 美國"
"248","加國總理：絕對不會支付贖金給恐怖份子 ","2016.04.27"," 加拿大"
"249","美國東北5州初選：川普全贏、柯琳頓贏4州 ","2016.04.27"," 美國"
"250","加拿大人質遭菲律賓激進組織殺害 ","2016.04.26"," 加拿大"
"251","前美國官員：美國應支持臺灣在肯亞案立場 ","2016.04.26"," 美國"
"252","北韓提議暫停核試，歐巴馬：不會當真 ","2016.04.25"," 美國"
"253","加拿大總理在「聯合國」總部簽署巴黎氣候協定 ","2016.04.25"," 加拿大"
"254","加州發現長達800公尺的美墨毒品走私地道 ","2016.04.22"," 美國"
"255","美國務卿與伊朗外長將就解除經濟制裁進行討論 ","2016.04.22"," 美國"
"256","美國紙鈔將首次出現非裔女性頭像 ","2016.04.21"," 美國"
"257","美國就「巴拿馬文件」展開刑事調查 ","2016.04.21"," 美國"
"258","川普、柯琳頓贏得紐約州總統初選 ","2016.04.20"," 美國"
"259","美國總統歐巴馬赴沙烏地阿拉伯進行訪問 ","2016.04.20"," 美國"
"260","德州罕見暴雨造成5人死亡 ","2016.04.19"," 美國"
"261","美國稱俄國戰機對美偵察機做出挑釁舉動，俄方予以反駁 ","2016.04.18"," 美國"
"262","「共和黨」懷州總統初選，克魯茲大獲全勝 ","2016.04.18"," 美國"
"263","美國防部長將在南海登航母視察 ","2016.04.15"," 美國"
"264","俄國戰機掠過美驅逐艦，美國務卿凱瑞予以譴責 ","2016.04.15"," 美國"
"265","加拿大向國會提交安樂死法案 ","2016.04.15"," 加拿大"
"266","歐巴馬赴CIA總部，表達對抗「伊斯蘭國」決心 ","2016.04.14"," 美國"
"267","美國衛生官員證實茲卡病毒會造成新生兒缺陷 ","2016.04.14"," 美國"
"268","美國總統歐巴馬為同工同酬發聲 ","2016.04.13"," 美國"
"269","美國國務卿凱瑞為自貿協定辯護 ","2016.04.13"," 美國"
"270","美衛生官員：茲卡病毒比預期更可怕 ","2016.04.12"," 美國"
"271","介入利比亞卻規劃不周，歐巴馬稱任內最大錯誤 ","2016.04.11"," 美國"
"272","加拿大原住民社區進入緊急狀態 ","2016.04.11"," 加拿大"
"273","美國就業市場持續復甦，上週初領失業救濟金人數減少 ","2016.04.08"," 美國"
"274","加拿大國防部長：自由黨政府不會忽視國防 ","2016.04.08"," 加拿大"
"275","威斯康辛州初選，克魯茲、桑德斯勝出 ","2016.04.06"," 美國"
"276","美日韓峰會矢言遏止北韓威脅 ","2016.04.01"," 美國"
"277","美「中」領導人同意在北韓問題上合作 ","2016.04.01"," 美國"
"278","美國擬在東歐加強軍事力量以嚇阻俄國 ","2016.03.31"," 美國"
"279","加拿大外長揭櫫新外交政策原則 ","2016.03.31"," 加拿大"
"280","中國大陸若劃設南海防空識別區，美國：不會承認 ","2016.03.31"," 美國"
"281","美政府下令駐土耳其南部的軍事及外交人員眷屬撤離 ","2016.03.30"," 美國"
"282","美日韓領導人將舉行三邊會談，討論北韓核武問題 ","2016.03.29"," 美國"
"283","FBI成功解鎖兇嫌手機，與「蘋果」司法爭議落幕 ","2016.03.29"," 美國"
"284","挑戰「協和號」，美公司打造更快更便宜之超音速客機 ","2016.03.28"," 美國"
"285","美「中」元首峰會將於本月底登場 ","2016.03.25"," 美國"
"286","歐巴馬：消滅「伊斯蘭國」係任內首要任務 ","2016.03.24"," 美國"
"287","加拿大將擴大財政支出以拉抬經濟 ","2016.03.24"," 加拿大"
"288","布魯塞爾恐攻，歐巴馬致電比國總理 ","2016.03.23"," 美國"
"289","比京遭恐攻，溫哥華機場加派維安警力 ","2016.03.23"," 加拿大"
"290","「聯合國」：加拿大安置難民作為值得效法 ","2016.03.22"," 加拿大"
"291","美最大驅逐艦出海進行測試 ","2016.03.22"," 美國"
"292","歐巴馬訪古行將接見異議人士 ","2016.03.18"," 美國"
"293","歐巴馬擬4月出訪沙烏地阿拉伯及英國 ","2016.03.17"," 美國"
"294","加拿大爭取擔任2021年「聯合國」安理會非常任理事國 ","2016.03.17"," 加拿大"
"295","美國將禁止大西洋油氣鑽探活動 ","2016.03.16"," 美國"
"296","美國會支持臺灣入國際刑警組織 ","2016.03.15"," 美國"
"297","歐巴馬承諾訪問古巴期間將提人權議題 ","2016.03.14"," 美國"
"298","加拿大總理訪美，稱美加關係像手足 ","2016.03.11"," 美國"
"299","加拿大人氣總理赴美訪問，歐巴馬國宴款待 ","2016.03.10"," 美國"
"300","美政府可能進一步放寬對古巴的旅遊與貿易限制 ","2016.03.09"," 美國"
"301","前紐約市長彭博：不會參選美國總統 ","2016.03.08"," 美國"
"302","美國前第一夫人南西雷根辭世 ","2016.03.07"," 美國"
"303","加拿大低碳經濟閉門會議，杜魯道：碳定價不可或缺 ","2016.03.04"," 加拿大"
"304","美共和黨總統初選，川普和羅姆尼大打口水戰 ","2016.03.04"," 美國"
"305","美太平洋司令提議組「小北約」，抗衡中國大陸 ","2016.03.03"," 美國"
"306","加拿大自由黨在大選後支持率升高 ","2016.03.03"," 加拿大"
"307","「聯合國」對北韓制裁案預計延至2日表決 ","2016.03.02"," 美國"
"308","「超級星期二」登場，川普和柯琳頓目前各拿下7州 ","2016.03.02"," 美國"
"309","美國向安理會提交制裁北韓之決議草案 ","2016.02.26"," 美國"
"310","氣候變遷加劇，熱浪恐每年侵襲全球6成地表 ","2016.02.25"," 美國"
"311","安理會制裁北韓草案，美國與中國大陸達成共識 ","2016.02.25"," 美國"
"312","IMF：全球經濟進一步走弱 ","2016.02.25"," 美國"
"313","美太平洋司令：持續在南海執行海空航行任務 ","2016.02.25"," 美國"
"314","內華達州「共和黨」初選，川普輕鬆取勝 ","2016.02.24"," 美國"
"315","歐巴馬向國會提交關閉關塔那摩監獄計畫 ","2016.02.24"," 美國"
"316","FBI要求「蘋果」破解槍手iPhone，比爾蓋茲表態支持 ","2016.02.23"," 美國"
"317","希拉蕊贏得內華達初選 ","2016.02.22"," 美國"
"318","傑布布希退出共和黨總統初選 ","2016.02.22"," 美國"
"319","歐巴馬簽署制裁北韓新法案 ","2016.02.19"," 美國"
"320","歐巴馬將赴古巴進行歷史性訪問 ","2016.02.18"," 美國"
"321","「聯合國兒童基金會」：非洲近百萬名兒童嚴重營養不良 ","2016.02.18"," 美國"
"322","歐巴馬直言川普不會當選 ","2016.02.17"," 美國"
"323","美國前總統小布希首度為胞弟站台 ","2016.02.16"," 美國"
"324","「東協」峰會加州登場，聚焦中國大陸及貿易 ","2016.02.16"," 美國"
"325","美最高法院大法官去世，繼任人選引發兩黨政治角力 ","2016.02.15"," 美國"
"326","歐巴馬首訪清真寺，盼促宗教和諧 ","2016.02.05"," 美國"
"327","民調：32%加拿大民眾支持TPP，半數民眾沒有意見 ","2016.02.05"," 加拿大"
"328","美國加碼援助敘利亞近10億美元 ","2016.02.05"," 美國"
"329","前聯邦參議員桑托榮退出共和黨總統初選 ","2016.02.04"," 美國"
