"","x"
"11","美國總統選舉與台灣最大不同之處，就是開放提前投票，包括不在籍投票，以及選舉人團制度，伊森強調，提前投票的目的是讓更多人能夠參與並投票，任何讓更多公民行使投票權的制度都是好的制度，由於美國大選投票日當天並不沒有放假，因此伊森表示，如果認為郵寄選票無法讓人信服，那就應該全國放假，讓所有人都能夠參與投票。"
"12","戴明陸則說，對於台灣沒有不在籍投票制度感到驚訝，而且很想知道台灣不開放不在籍投票的原因。也在台灣工作的約瑟夫表示，很珍惜自己能夠不在籍投票，而投票是民主國家公民的義務之一，他也認為台灣沒有開放不在籍投票是件不公平的事，但稱台灣的民主制度還年輕，若人民要求改變，有天會達成目標。"
"13","【延伸閱讀】美國總統大選》37州提前投票陸續開跑 希拉蕊、川普爭搶5200萬張關鍵選票"
"14","當被問到對選舉人團制度的看法時，受訪者也都認同此制度的效用，即讓人口較少的州也能發揮影響力，同時平衡聯邦政府與各州的權力關係，不過他們也異口同聲表示，選舉人團有缺陷存在，其中最大的問題即是「贏者全拿」，傑克表示，該制度無法精準反映出各州的選民偏好，戴明陸則直言，選舉人團應該走入歷史，因為在共和黨票倉的民主黨人，或是在民主黨大本營的共和黨選民，都會因為該制度而失去投票動力。"
"15","【延伸閱讀】美國總統大選Q&A》10個問題搞懂「選舉人團」制度！"
"16","另外，美國紙媒表明立場，公開力挺某候選人也是美國大選的特色之一，而川普也抨擊媒體報導不公，S選民認為媒體確實存在偏見，但這不是針對川普個人，而是媒體僅選擇能夠提高收視率的題材報導，口不擇言的川普剛好是最好的取材對象，伊森則認為，很難斷定媒體是否對川普有偏見，因為大部分的媒體都是直接播放川普的言行舉止。"
"17","【延伸閱讀】美國總統大選》開戰啦！民調慘跌 川普罵媒體「噁心墮落」 提議限制言論自由"
"18",""
"19","【延伸閱讀】2016美國總統大選》風傳媒直擊紐約川普競選總部 川粉護主：你還敢相信媒體嗎？"
"20","至於紙媒為特定候選人背書（endorsement）是否具有影響力，傑克表示，儘管不少媒體公開表態，但仍有人尚未決定要投給誰，並稱紙媒背書或許對年長族群還有些許影響效果，但對於習慣閱讀網路新聞的年輕族群而言，可說是毫無影響力，伊森則稱，像是《今日美國》和《紐約時報》等知名大報的背書或許還有影響效果，本地小報則無影響力可言。"
"21","台灣在太陽花學院期間，社群網站曾出現大規模「刪除好友」現象，而這次美國大選也讓社會面臨分裂，戴明陸表示知道有人互相刪除好友，但問題在於政客造成對立與分裂，而人民應該團結起來，共同尋找答案，約瑟夫也說，因為政治立場不同而刪除好友的情形確實存在，但這種行為太小心眼，而S先生則稱，不只是政治立場，包括體育賽事或近期發生的社會議題，人們都會選邊站，一旦雙方不在有交集地帶，便會選擇刪除好友。"
"22","面對這次選舉，不少人坦言投不下去，但伊森強調，並不是所有美國人都對政治反感，而他就深信要透過政治來修正許多議題，約瑟夫也說，這次選舉並不只是選總統，同時也選出國會議員，以及對各州的法規表達看法，而S先生表示，每張選票都是讓政治人物聽見民意的管道，儘管不一定會如你所願，但它（投票）仍至關重要，傑克則稱，這是讓美國展現性別平等的重要時刻。"
"23","【延伸閱讀】不只選總統、不只希拉蕊戰川普！15個你不知道的2016美國大選亮點"
"24","NBA 精采直擊"
"25","影劇娛樂集錦"
"26","不滿查稅！　拍扁麵包師往陳菊官邸抗議"
"27","16首世大運主題曲角逐 奪冠獎金30萬"
"28","Sponsored"
"29","飯店最髒的地方曝光…太驚人"
"30","第1次進他房間 背著媽媽做…"
"31","童話世界成真～房子好像彩色積木"
"32","昆汀塔倫提諾再拍兩部就退休！"
