"","title","date","place"
"144","比利時2名女警遭砍傷，「伊斯蘭國」承認犯行 ","2016.08.08"," 比利時"
"145","奧地利總理：應中止土耳其入歐談判 ","2016.08.05"," 奧地利"
"146","英國央行宣布降息1碼 ","2016.08.05"," 英國"
"147","倫敦傳持刀砍人事件，釀1死5傷 ","2016.08.04"," 英國"
"148","「國際移民組織」：今年逾4,000名移民死亡或失蹤 ","2016.08.04"," 瑞士"
"149","西班牙代理總理：西班牙將可能面臨第3次大選 ","2016.08.03"," 西班牙"
"150","法國各地以安全為由取消夏季活動 ","2016.08.03"," 法國"
"151","教宗方濟各：不能將伊斯蘭教與暴力相提並論 ","2016.08.02"," "
"152","英國首相暫緩中國大陸投資的核電廠計劃 ","2016.08.02"," 英國"
"153","比利時兄弟檔涉嫌策劃恐攻遭逮捕，1起訴1獲釋 ","2016.08.01"," 比利時"
"154","法國教堂恐攻案：警方再度逮捕2名嫌犯 ","2016.08.01"," 法國"
"155","西班牙國王指派代理總理籌組新政府 ","2016.07.29"," 西班牙"
"156","祝賀芬蘭獨立百年，挪威擬贈山峰1座 ","2016.07.29"," 挪威"
"157","防堵恐攻後續效應，法總統邀集宗教領袖磋商 ","2016.07.28"," 法國"
"158","俄奧委會：逾250名選手獲准參與本屆奧運 ","2016.07.28"," 俄羅斯"
"159","法國教堂遭恐攻，歐蘭德矢言打擊「伊斯蘭國」 ","2016.07.27"," 法國"
"160","「歐盟」：愛沙尼亞提早半年接任輪值主席國 ","2016.07.27"," 比利時"
"161","「歐盟」：德國連串攻擊事件與難民危機有關 ","2016.07.26"," 比利時"
"162","德國安斯巴赫炸彈客曾宣誓效忠「伊斯蘭國」 ","2016.07.26"," 德國"
"163","德國1週內已傳4起攻擊事件 ","2016.07.25"," 德國"
"164","德國檢方：慕尼黑槍擊案應無政治動機 ","2016.07.25"," 德國"
"165","「歐盟」籲土耳其遵守法治及人權 ","2016.07.22"," 比利時"
"166","法國逮捕尼斯卡車恐攻5名共犯 ","2016.07.22"," 法國"
"167","「歐洲警政署」：歐陸面臨「孤狼式」恐攻風險 ","2016.07.21"," 荷蘭"
"168","德國接受英國延後「脫歐」之決定 ","2016.07.21"," 德國"
"169","「伊斯蘭國」：德火車砍人案為旗下「聖戰士」所為 ","2016.07.20"," 德國"
"170","英政府律師：今年無啟動「脫歐」程序之規劃 ","2016.07.20"," 英國"
"171","德國火車持斧砍人事件，5人受傷 ","2016.07.19"," 德國"
"172","法國尼斯卡車攻擊事件已有7嫌落網 ","2016.07.18"," 法國"
"173","蘇格蘭不排除最快明年再辦「脫英」公投 ","2016.07.18"," 英國"
"174","法國尼斯國慶遇恐攻，至少75死 ","2016.07.15"," 法國"
"175","英國脫歐大將強生任外相，歐洲政壇難以接受 ","2016.07.15"," 英國"
"176","穆斯林女性戴頭巾遭開除，歐盟法院裁定違法 ","2016.07.14"," 盧森堡"
"177","英相梅伊指派前倫敦市長強生為外相 ","2016.07.14"," 英國"
"178","義大利火車對撞意外，至少20死 ","2016.07.14"," 義大利"
"179","英國工黨重選黨魁，柯賓將重披戰袍 ","2016.07.14"," 英國"
"180","國際仲裁庭將宣布南海仲裁案結果，各方矚目 ","2016.07.12"," 荷蘭"
"181","IMF警告：義大利恐陷20年衰退 ","2016.07.12"," 義大利"
"182","英內政大臣梅伊將入主唐寧街 ","2016.07.12"," 英國"
"183","英首相選舉成雙姝對決 ","2016.07.11"," 英國"
"184","梅克爾促新任英相盡速啟動脫歐程序 ","2016.07.11"," 德國"
"185","英鎊暴跌，法國取代英國成全球第5大經濟體 ","2016.07.07"," 英國"
"186","英伊戰調查報告出爐，布萊爾稱願負全責 ","2016.07.07"," 英國"
"187","匈牙利10月公投決定是否接受「歐盟」難民配額　 ","2016.07.06"," 匈牙利"
"188","德國各邦要求中央撥款助難民融入社會 ","2016.07.06"," 德國"
"189","英脫歐大將法拉吉辭「獨立黨」黨魁 ","2016.07.05"," 英國"
"190","北約「華沙峰會」聚焦三大議題 ","2016.07.05"," 比利時"
"191","IMF總裁拉加德：英國脫歐有助「歐盟」改革 ","2016.07.04"," 英國"
"192","倫敦萬人大遊行，反對英國脫歐 ","2016.07.04"," 英國"
"193","脫歐大將強森棄選首相，英國內政大臣呼聲高 ","2016.07.01"," 英國"
"194","歐盟：英國全面脫歐後，才能開始貿易談判 ","2016.07.01"," 比利時"
"195","南海仲裁案結果將於下月出爐 ","2016.06.30"," 荷蘭"
"196","歐洲議會呼籲英國盡快啟動脫歐程序 ","2016.06.29"," 比利時"
"197","蘇格蘭首席大臣親赴「歐盟」展開外交遊說 ","2016.06.29"," 英國"
"198","英國啟動第50條前，「歐盟」拒展開非正式協商 ","2016.06.28"," 德國"
"199","英國脫歐影響持續發酵，全球股市哀鴻遍野 ","2016.06.28"," 英國"
"200","西班牙國會大選，「人民黨」勝出 ","2016.06.27"," 西班牙"
"201","IMF總裁促「歐盟」與英國盡速對英國脫歐問題採取行動 ","2016.06.27"," 英國"
"202","冰島選出20年來首位新總統 ","2016.06.27"," 冰島"
"203","英國脫歐公投：脫歐派勝出、英鎊重貶 ","2016.06.24"," 英國"
"204","數千名法國人走上巴黎街頭，抗議勞動改革法案 ","2016.06.24"," 法國"
"205","「歐盟」反對改變南海現狀，促維護南海航行自由 ","2016.06.23"," 比利時"
"206","英國今天舉行脫歐公投，金融市場嚴陣以待 ","2016.06.23"," 英國"
"207","「歐盟」擬延長對俄經濟制裁 ","2016.06.22"," 比利時"
"208","布魯塞爾市中心商場疑似發現爆裂物 ","2016.06.21"," 比利時"
"209","「歐盟」各國領袖溫情喊話，盼英國選擇「留歐」 ","2016.06.21"," 英國"
"210","英國23日脫歐公投在即，留歐派聲勢上揚 ","2016.06.20"," 英國"
"211","羅馬選出首位女市長 ","2016.06.20"," 義大利"
"212","克羅埃西亞國會通過對總理的不信任案 ","2016.06.17"," 克羅埃西亞"
"213","「脫歐」公投在即，英國「工黨」議員遇害 ","2016.06.17"," 英國"
"214","警官遇刺身亡，法國放寬槍枝規定 ","2016.06.16"," 法國"
"215","德國重申不允許一夫多妻的立場 ","2016.06.16"," 德國"
"216","「歐盟」駐土耳其代表請辭 ","2016.06.15"," 比利時"
"217","法國民眾上街抗議勞動改革法案，爆發警民衝突 ","2016.06.15"," 法國"
"218","「歐洲理事會」主席：英國「脫歐」恐造成西方政治文明瓦解 ","2016.06.14"," 比利時"
"219","法國警官住家遇害，「伊斯蘭國」承認犯行 ","2016.06.14"," 法國"
"220","英相卡麥隆：「脫歐」將有損英國經濟 ","2016.06.13"," 英國"
"221","英國「脫歐」公投在即，民調顯示疑歐派人數增加 ","2016.06.08"," 英國"
"222","「歐盟」推出新救助方案以減緩移民潮 ","2016.06.08"," 比利時"
"223","法國洪災肆虐，總理宣布成立緊急基金 ","2016.06.07"," 法國"
"224","「北約」在波蘭舉行大規模聯合軍演 ","2016.06.07"," 波蘭"
"225","英國非洲事務大臣：「脫歐」有助英非關係 ","2016.06.06"," 英國"
"226","比利時發生火車追撞意外，釀至少3死 ","2016.06.06"," 比利時"
"227","瑞士民眾公投否決「無條件基本收入」提案 ","2016.06.06"," 瑞士"
"228","難民船在地中海翻覆，數百人仍下落不明 ","2016.06.04"," 希臘"
"229","巴黎塞納河水位暴漲，旅遊景點相繼關閉 ","2016.06.04"," 法國"
"230","德法籲「歐盟」建立防務同盟 ","2016.06.04"," 比利時"
"231","德國總理籲英國續留「歐盟」 ","2016.06.03"," 英國"
"232","法國召開會議尋求調停以巴衝突 ","2016.06.03"," 法國"
"233","巴黎市長宣布將興建難民營 ","2016.06.02"," 法國"
"234","瑞士啟用全球最長鐵路隧道 ","2016.06.02"," 瑞士"
"235","法國工會再度上街抗議勞改法案 ","2016.06.01"," 法國"
"236","英民調：「脫歐」支持度較「留歐」多出4% ","2016.06.01"," 英國"
"237","希臘海巡隊救起29名移民 ","2016.05.31"," 希臘"
"238","凡爾登戰役100週年，法德領袖並肩獻花圈 ","2016.05.30"," 法國"
"239","英國首相：將派遣船艦至地中海打擊走私 ","2016.05.27"," 英國"
"240","希臘著手安置數千名滯留邊境難民 ","2016.05.25"," 希臘"
"241","親歐獨立候選人范德貝倫當選奧地利總統 ","2016.05.24"," 奧地利"
"242","土耳其新總理呼籲推行總統制 ","2016.05.23"," 土耳其"
"243","希臘通過新撙節法案，大批民眾走上街頭抗議 ","2016.05.23"," 希臘"
"244","「茲卡」恐因天氣轉熱傳入歐洲 ","2016.05.20"," 丹麥"
"245","維護重大賽事安全，法國延長緊急狀態 ","2016.05.20"," 法國"
"246","憂心「黃熱病」疫情，「世衛」召開緊急會議 ","2016.05.19"," 瑞士"
"247","反勞改抗議不斷，法國警方發起「反仇恨警察」示威 ","2016.05.19"," 法國"
"248","歐洲難民危機：人蛇集團去年獲利逾50億美元 ","2016.05.18"," 荷蘭"
"249","法國政府拒絕撤銷勞改法案 ","2016.05.18"," 法國"
"250","英國情報單位啟用「推特」帳號 ","2016.05.17"," 英國"
"251","遏止性騷案，法國政府擬延長追訴時效 ","2016.05.17"," 法國"
"252","德國擬提撥近千億歐元因應難民危機 ","2016.05.16"," 德國"
"253","世界最大郵輪赴英準備展開處女航 ","2016.05.16"," 法國"
"254","美國將在波蘭興建飛彈防禦系統 ","2016.05.13"," 波蘭"
"255","「茲卡」肆虐，「世衛」籲孕婦避免出席「里約奧運」 ","2016.05.13"," 瑞士"
"256","美飛彈防禦系統在羅馬尼亞正式啟用 ","2016.05.12"," 羅馬尼亞"
"257","德國展開冷戰後首次擴軍行動 ","2016.05.12"," 德國"
"258","歐美大國下週商討敘利亞危機 ","2016.05.11"," 俄羅斯"
"259","紀念二戰勝利71週年，俄國舉行盛大閱兵 ","2016.05.10"," 俄羅斯"
"260","希臘國會為求紓困金，表決通過年金稅改案 ","2016.05.09"," 希臘"
"261","英國地方選舉，蘇格蘭民族黨勝選 ","2016.05.09"," 英國"
"262","英國迎接「超級星期四」選舉日 ","2016.05.05"," 英國"
"263","「歐盟」提議改革庇護制度，拒收難民恐受罰 ","2016.05.05"," 比利時"
"264","西班牙國王解散國會，6月再次大選 ","2016.05.04"," 西班牙"
"265","煽動種族仇恨，德國反伊斯蘭組織領袖被判處罰金 ","2016.05.04"," 德國"
"266","綠色和平：歐盟可能為追求美歐自貿協定而犧牲環保與公衛標準 ","2016.05.04"," 比利時"
"267","歐盟擬給予土耳其申根區免簽通行權 ","2016.05.03"," 比利時"
"268","美國國務卿：敘利亞內戰已失控 ","2016.05.03"," 瑞士"
"269","反勞動法修法，法國示威遊行爆發警民衝突 ","2016.05.02"," 法國"
"270","潘基文批歐洲對難民政策施加重重限制 ","2016.04.29"," 奧地利"
"271","奧地利國會通過新庇護法案，嚴格限制移民入境 ","2016.04.28"," 奧地利"
"272","西班牙新政府難產，6月重新舉行國會大選 ","2016.04.27"," 西班牙"
"273","德國移民局：北非移民人數銳減 ","2016.04.26"," 德國"
"274","塞爾維亞國會選舉結果出爐，親歐派大勝 ","2016.04.25"," 塞爾維亞"
"275","民調：德國人對TTIP支持率僅17% ","2016.04.25"," 德國"
"276","歐巴馬訪問英國，呼籲英國續留歐盟 ","2016.04.22"," 英國"
"277","土耳其要求荷蘭僑民回報辱土言論，引發荷蘭不滿 ","2016.04.22"," 荷蘭"
"278","地中海難民船翻覆，聯合國：恐500人罹難 ","2016.04.21"," 瑞士"
"279","德國請求比利時暫時關閉2座核反應爐遭拒 ","2016.04.21"," 德國"
"280","義大利提議發行歐盟移民債券遭德國反對 ","2016.04.20"," 義大利"
"281","涉嫌煽動種族仇恨，德國反移民Pegida創辦人出庭受審 ","2016.04.20"," 德國"
"282","俄烏總統通電，商討俄兵與女飛官換囚 ","2016.04.19"," 俄羅斯"
"283","地中海再傳難民船翻覆，數百人恐溺斃 ","2016.04.19"," 義大利"
"284","布魯塞爾數千人參加反恐大遊行 ","2016.04.18"," 比利時"
"285","教宗訪希臘，帶回12名敘利亞難民 ","2016.04.18"," 希臘"
"286","德國將制定首部移民融入法 ","2016.04.15"," 德國"
"287","烏克蘭國會議長接任總理 ","2016.04.15"," 烏克蘭"
"288","美軍：俄「蘇愷」戰機多次低空飛掠美艦 ","2016.04.14"," 俄羅斯"
"289","G20高峰會本週末登場，德國財長將呼籲結束低利率政策 ","2016.04.13"," 德國"
"290","加強奧義邊界管制，奧地利建管制區 ","2016.04.13"," 奧地利"
"291","法國政府將提供5億歐元補助，盼澆熄學生怒火 ","2016.04.12"," 法國"
"292","歐盟考慮取消美國免簽待遇 ","2016.04.12"," 比利時"
"293","烏克蘭總理請辭，為穩定政局鋪路 ","2016.04.11"," 烏克蘭"
"294","布魯塞爾恐攻份子原先的目標是再度攻擊巴黎 ","2016.04.11"," 比利時"
"295","希臘展開第二波遣返移民行動 ","2016.04.08"," 希臘"
"296","英國首相坦承曾持有境外基金股份 ","2016.04.08"," 英國"
"297","歐盟執委會擬成立難民庇護中央系統 ","2016.04.08"," 比利時"
"298","荷蘭諮詢性公投否決「歐盟」與烏克蘭協定 ","2016.04.07"," 荷蘭"
"299","布魯塞爾恐攻嫌犯曾在歐洲議會擔任清潔工 ","2016.04.07"," 比利時"
"300","冰島「進步黨」副黨魁接任總理一職 ","2016.04.07"," 冰島"
"301","教宗方濟各擬於下週前往希臘探望難民 ","2016.04.06"," 希臘"
"302","「巴拿馬文件」曝光，冰島總理請辭 ","2016.04.06"," 冰島"
"303","「歐盟」擬於下週遣返500名移民 ","2016.04.01"," 比利時"
"304","比利時將把巴黎恐攻嫌犯引渡至法國 ","2016.04.01"," 比利時"
"305","法國總統宣布取消修憲計畫 ","2016.03.31"," 法國"
"306","「空巴」德國國防電子事業出售案獲德國政府批准 ","2016.03.30"," 德國"
"307","英國央行：脫歐公投恐影響金融穩定 ","2016.03.30"," 英國"
"308","布魯塞爾恐攻前，FBI曾向荷蘭發出警告 ","2016.03.30"," 荷蘭"
"309","慈善組織：富裕國家應收容更多敘利亞難民 ","2016.03.29"," 英國"
"310","比利時釋放布魯塞爾恐攻嫌疑犯 ","2016.03.29"," 比利時"
"311","義大利逮捕涉嫌參與巴黎、比京恐攻之嫌犯 ","2016.03.28"," 義大利"
"312","教宗呼籲以愛對抗恐怖主義 ","2016.03.28"," 教廷"
"313","比利時警方發動地毯式搜索，逮捕6名嫌犯 ","2016.03.25"," 比利時"
"314","布魯塞爾恐攻後，奧地利加強安全措施 ","2016.03.24"," 奧地利"
"315","布魯塞爾機場遭恐怖攻擊，自殺炸彈客為兄弟檔 ","2016.03.23"," 比利時"
"316","烏克蘭女飛官遭俄羅斯法院判處22年徒刑 ","2016.03.23"," 俄羅斯"
"317","布魯塞爾機場與地鐵站接連發生爆炸，至少11死30傷 ","2016.03.22"," 比利時"
"318","英國工商業聯合會：脫歐將使英國蒙受龐大經濟損失 ","2016.03.22"," 英國"
"319","巴黎恐攻案主嫌落網，法總統會見受害者團體 ","2016.03.22"," 法國"
"320","歐土難民協議生效，希臘將與土耳其討論難民遣返事宜 ","2016.03.21"," 希臘"
"321","「歐盟」就難民協議草案達成共同立場 ","2016.03.18"," 比利時"
"322","推動歐土難民協議草案，歐盟領導人再開峰會 ","2016.03.17"," 比利時"
"323","德法批評以色列吞併約旦河西岸土地之決定 ","2016.03.17"," 德國"
"324","奧地利將協助馬其頓關閉與希臘之邊界 ","2016.03.16"," 奧地利"
"325","無畏地方選舉慘敗，梅克爾堅持接納難民政策 ","2016.03.15"," 德國"
"326","普亭下令俄軍撤離敘利亞 ","2016.03.15"," 俄羅斯"
